otime_us energy_kj
0.9406328478095318 4.8977214098727675
1.5592281350014598 -128.0
2.2228086629302406 0.12228471040677696
3.144399510559807 9.691011669172486
4.805632454878542 2.356865959623646
5.59245838442788 11.355979369778359
6.26797343655705 7.079260795116323
7.380698649437731 1.3087870097182892
8.134086154006237 3.530128726706899
9.989131843150528 2.330574304728754
10.328715028557614 179.0
11.090914126679422 4.040711505286871
12.808763213487731 1.7991355529950608
13.011228869607173 6.181372624339571
14.254574373084472 6.070006872667969
15.921900716825526 4.334039578943724
16.208740355273342 1.796250558086402
17.589446830998025 10.902878888844134
18.771264297667376 11.878619482178646
19.56737727688073 4.0807998130726295
20.43272322822142 5.290105067391543
21.858439120518714 3.3371423158571933
22.562178127195804 0.44207702895008016
23.19892133607838 6.994428739412154
24.676522212505727 4.3317387448309566
25.27176275512933 6.685998033416519
26.097979999075882 3.129622786798018
27.28172102249602 2.0919771447837725
28.006011562279372 5.304261609817236
29.35724356098055 286.0
30.442962355856963 5.327854169819482
31.112600344296926 9.605069992988373
32.10670435493333 1.3300819372694332
33.26289353330512 1.3092814980777827
34.81537250372479 3.591718332145742
35.502062511463045 2.189790693965892
36.97470677553515 0.5701284431063397
37.089556653941585 6.445176710918063
38.159740640640045 1.224930204142515
39.356756738386146 0.7231907440916623
40.450206017134114 77.0
41.79824776717737 6.510057853862132
42.118898004061755 6.239855431801108
43.01493137348685 5.122657266510856
44.06202612327777 17.262445154953284
45.40138870044469 9.163170662563534
46.54659481537474 5.795865742273589
47.76563762774893 8.432226584802422
48.65757903657619 3.6085411876939713
49.303165283333136 2.951152477273811
50.09184555589036 1.8976752591289268
51.01664247823683 3.2032062573027327
52.01085168534601 1.7402770230001243
53.28363196243205 2.010697813960165
54.63981775368982 2.4497158439947637
55.064231829499796 7.23482060969608
56.8935451051772 7.935082991389409
57.315713295914 0.6987778680129532
58.274565571049706 2.250508104821369
59.82955866873367 6.768982156564106
60.05713562108688 -139.0
61.07151380610957 7.878460549247425
62.629868636934596 3.6539543333784943
63.330494270821816 5.659903822133338
64.40935107537241 3.466864871169681
65.42559630875508 5.5372949889751775
66.4143545354981 95.0
67.4700084837084 0.9333140857993776
68.74969815022516 7.120646037575498
69.64684589205983 5.299716330174016
70.89474215576655 4.6180003900283735
71.58888131202407 2.9782860702952494
72.10410310663656 2.3783825367084024
73.46962019814953 3.062654666090721
74.59399006882279 3.8685305236583614
75.83668315835253 8.190400821577397
76.17957195668706 1.9322139527426638
77.23339781827465 3.951112345655498
78.84236816133082 -104.0
79.70018088817773 6.1233037182178105
80.38878693645704 2.8212285753740067
81.50365998419939 6.19593102981863
82.93212216427516 4.95562256675502
83.22527241120662 12.132063625559457
84.0189204695671 3.380846828173344
85.12266194009278 2.313683796741264
86.74914647712514 6.900063006911642
87.75978466745667 2.1698720266052103
88.98530793779476 4.788775803603116
89.67884997622834 9.412768618852747
90.38651545015261 -24.0
91.41819172213354 -68.0
92.88237806235216 2.6110981507751876
93.793472661941 0.0
94.81917451098074 11.220372712259492
95.68335964522946 5.229241949013125
96.2388530283722 11.0
97.51680369908155 -89.0
98.8014510228133 10.22639109710171
99.58159311318522 -85.0
100.13459653787477 6.719096246034692
101.67308633429391 1.6588890904275857
102.38684575340339 4.317927358750286
103.75673263198436 5.0560592250716425
104.71357336118425 6.127852166039849
105.10664273846128 1.4370693240186407
106.40252152773529 3.405428561864781
107.13004971183707 1.754423547979095
108.14701782691856 1.8597790541146018
109.0919033283096 -32.0
110.13431883198696 3.5501097933251953
111.06933484874955 3.034800186868523
112.07048088215936 2.7358143078658275
113.82408345573424 1.7005820484816627
114.46806625548734 0.6118950525152463
115.99188660246556 1.7113119769903524
116.18028921095575 3.2208049584442127
117.13030116112155 1.9980934285594005
118.91501133675794 2.043991050128535
119.76736741124711 5.782870285446101
120.54158056719089 7.112810829477386
121.91317529908301 3.5333826719562595
122.63454971523706 7.078196876548533
123.40163027985945 0.9375047418789546
124.94616201216012 2.53783708580433
125.5825700496396 3.5552829634612317
126.17748075516346 7.173372301242761
127.06211750298385 1.5998698927338615
128.5709577293298 4.104528213883265
